date,pollster,sample_size,population,dem_pct,rep_pct,margin,observation_std,partisan,internal,source_url,provider,aggregation_level
2026-05-05,Silver Bulletin maintained average,,likely-voter-adjusted average,49.69,42.77,6.919999999999995,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-06,Silver Bulletin maintained average,,likely-voter-adjusted average,49.74,42.64,7.100000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-07,Silver Bulletin maintained average,,likely-voter-adjusted average,50.02,42.6,7.420000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-08,Silver Bulletin maintained average,,likely-voter-adjusted average,50.01,42.61,7.399999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-09,Silver Bulletin maintained average,,likely-voter-adjusted average,50.01,42.61,7.399999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-10,Silver Bulletin maintained average,,likely-voter-adjusted average,50.0,42.61,7.390000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-11,Silver Bulletin maintained average,,likely-voter-adjusted average,49.98,42.57,7.409999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-12,Silver Bulletin maintained average,,likely-voter-adjusted average,49.98,42.57,7.409999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-13,Silver Bulletin maintained average,,likely-voter-adjusted average,49.98,42.56,7.419999999999995,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-14,Silver Bulletin maintained average,,likely-voter-adjusted average,49.98,42.56,7.419999999999995,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-15,Silver Bulletin maintained average,,likely-voter-adjusted average,50.08,42.39,7.689999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-16,Silver Bulletin maintained average,,likely-voter-adjusted average,50.18,42.36,7.82,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-17,Silver Bulletin maintained average,,likely-voter-adjusted average,50.19,42.35,7.839999999999996,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-18,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.18,7.859999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-19,Silver Bulletin maintained average,,likely-voter-adjusted average,50.07,42.19,7.880000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-20,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.16,7.880000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-21,Silver Bulletin maintained average,,likely-voter-adjusted average,50.05,42.16,7.890000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-22,Silver Bulletin maintained average,,likely-voter-adjusted average,50.06,42.14,7.920000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-23,Silver Bulletin maintained average,,likely-voter-adjusted average,50.13,42.18,7.950000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-24,Silver Bulletin maintained average,,likely-voter-adjusted average,50.13,42.17,7.960000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-25,Silver Bulletin maintained average,,likely-voter-adjusted average,50.15,42.17,7.979999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-26,Silver Bulletin maintained average,,likely-voter-adjusted average,50.07,42.49,7.579999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-27,Silver Bulletin maintained average,,likely-voter-adjusted average,50.07,42.48,7.590000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-28,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.44,7.600000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-29,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.44,7.600000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-30,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.43,7.609999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-05-31,Silver Bulletin maintained average,,likely-voter-adjusted average,50.07,42.46,7.609999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-01,Silver Bulletin maintained average,,likely-voter-adjusted average,50.08,42.5,7.579999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-02,Silver Bulletin maintained average,,likely-voter-adjusted average,49.99,42.46,7.530000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-03,Silver Bulletin maintained average,,likely-voter-adjusted average,50.06,42.58,7.480000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-04,Silver Bulletin maintained average,,likely-voter-adjusted average,50.1,42.61,7.490000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-05,Silver Bulletin maintained average,,likely-voter-adjusted average,50.02,42.67,7.350000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-06,Silver Bulletin maintained average,,likely-voter-adjusted average,49.82,42.5,7.32,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-07,Silver Bulletin maintained average,,likely-voter-adjusted average,49.82,42.56,7.259999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-08,Silver Bulletin maintained average,,likely-voter-adjusted average,49.84,42.46,7.380000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-09,Silver Bulletin maintained average,,likely-voter-adjusted average,49.84,42.45,7.390000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-10,Silver Bulletin maintained average,,likely-voter-adjusted average,49.83,42.45,7.3799999999999955,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-11,Silver Bulletin maintained average,,likely-voter-adjusted average,49.83,42.45,7.3799999999999955,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-12,Silver Bulletin maintained average,,likely-voter-adjusted average,49.83,42.45,7.3799999999999955,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-13,Silver Bulletin maintained average,,likely-voter-adjusted average,49.83,42.44,7.390000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-14,Silver Bulletin maintained average,,likely-voter-adjusted average,49.85,42.46,7.390000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-15,Silver Bulletin maintained average,,likely-voter-adjusted average,50.11,42.54,7.57,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-16,Silver Bulletin maintained average,,likely-voter-adjusted average,50.11,42.53,7.579999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-17,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.49,7.549999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-18,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.48,7.560000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-19,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.48,7.560000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-20,Silver Bulletin maintained average,,likely-voter-adjusted average,50.03,42.48,7.550000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-21,Silver Bulletin maintained average,,likely-voter-adjusted average,50.04,42.52,7.519999999999996,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-22,Silver Bulletin maintained average,,likely-voter-adjusted average,50.1,42.62,7.480000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-23,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.62,7.470000000000006,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-24,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.63,7.460000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-25,Silver Bulletin maintained average,,likely-voter-adjusted average,50.08,42.63,7.449999999999996,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-26,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.58,7.510000000000005,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-27,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.58,7.510000000000005,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-28,Silver Bulletin maintained average,,likely-voter-adjusted average,49.95,42.4,7.550000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-29,Silver Bulletin maintained average,,likely-voter-adjusted average,49.95,42.42,7.530000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-06-30,Silver Bulletin maintained average,,likely-voter-adjusted average,49.98,42.41,7.57,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-01,Silver Bulletin maintained average,,likely-voter-adjusted average,49.92,42.43,7.490000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-02,Silver Bulletin maintained average,,likely-voter-adjusted average,49.99,42.37,7.6200000000000045,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-03,Silver Bulletin maintained average,,likely-voter-adjusted average,49.99,42.37,7.6200000000000045,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-04,Silver Bulletin maintained average,,likely-voter-adjusted average,49.65,42.13,7.519999999999996,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-05,Silver Bulletin maintained average,,likely-voter-adjusted average,49.64,42.12,7.520000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-06,Silver Bulletin maintained average,,likely-voter-adjusted average,49.56,42.19,7.3700000000000045,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-07,Silver Bulletin maintained average,,likely-voter-adjusted average,49.55,42.19,7.359999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-08,Silver Bulletin maintained average,,likely-voter-adjusted average,49.54,42.19,7.350000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-09,Silver Bulletin maintained average,,likely-voter-adjusted average,49.53,42.19,7.340000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-10,Silver Bulletin maintained average,,likely-voter-adjusted average,49.55,42.28,7.269999999999996,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-11,Silver Bulletin maintained average,,likely-voter-adjusted average,49.55,42.28,7.269999999999996,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-12,Silver Bulletin maintained average,,likely-voter-adjusted average,49.43,42.18,7.25,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-13,Silver Bulletin maintained average,,likely-voter-adjusted average,49.62,42.38,7.239999999999995,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-14,Silver Bulletin maintained average,,likely-voter-adjusted average,49.6,42.44,7.160000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-15,Silver Bulletin maintained average,,likely-voter-adjusted average,49.59,42.45,7.140000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-16,Silver Bulletin maintained average,,likely-voter-adjusted average,49.59,42.45,7.140000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-17,Silver Bulletin maintained average,,likely-voter-adjusted average,49.62,42.39,7.229999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-18,Silver Bulletin maintained average,,likely-voter-adjusted average,49.62,42.39,7.229999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-19,Silver Bulletin maintained average,,likely-voter-adjusted average,49.62,42.39,7.229999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-20,Silver Bulletin maintained average,,likely-voter-adjusted average,50.0,42.39,7.609999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-21,Silver Bulletin maintained average,,likely-voter-adjusted average,49.98,42.41,7.57,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-22,Silver Bulletin maintained average,,likely-voter-adjusted average,50.06,42.36,7.700000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-23,Silver Bulletin maintained average,,likely-voter-adjusted average,50.06,42.36,7.700000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-24,Silver Bulletin maintained average,,likely-voter-adjusted average,50.1,42.36,7.740000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-25,Silver Bulletin maintained average,,likely-voter-adjusted average,50.1,42.36,7.740000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-26,Silver Bulletin maintained average,,likely-voter-adjusted average,50.18,42.38,7.799999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-27,Silver Bulletin maintained average,,likely-voter-adjusted average,50.18,42.32,7.859999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-28,Silver Bulletin maintained average,,likely-voter-adjusted average,50.18,42.32,7.859999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-29,Silver Bulletin maintained average,,likely-voter-adjusted average,50.25,42.41,7.840000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-30,Silver Bulletin maintained average,,likely-voter-adjusted average,50.26,42.41,7.850000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-07-31,Silver Bulletin maintained average,,likely-voter-adjusted average,50.26,42.42,7.839999999999996,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-01,Silver Bulletin maintained average,,likely-voter-adjusted average,50.27,42.42,7.850000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-02,Silver Bulletin maintained average,,likely-voter-adjusted average,50.28,42.42,7.859999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-03,Silver Bulletin maintained average,,likely-voter-adjusted average,50.27,42.38,7.890000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-04,Silver Bulletin maintained average,,likely-voter-adjusted average,50.3,42.39,7.909999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-05,Silver Bulletin maintained average,,likely-voter-adjusted average,50.3,42.39,7.909999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-06,Silver Bulletin maintained average,,likely-voter-adjusted average,50.31,42.4,7.910000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-07,Silver Bulletin maintained average,,likely-voter-adjusted average,50.31,42.4,7.910000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-08,Silver Bulletin maintained average,,likely-voter-adjusted average,50.32,42.4,7.920000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-09,Silver Bulletin maintained average,,likely-voter-adjusted average,50.33,42.4,7.93,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-10,Silver Bulletin maintained average,,likely-voter-adjusted average,50.34,42.4,7.940000000000005,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-11,Silver Bulletin maintained average,,likely-voter-adjusted average,50.41,42.3,8.11,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
